date,official,terminal_mode,soc_mu,dispatch,mpc_stride,policy,soc0_actual,soc24_actual,soc24_plan,purchase_kwh,plan_cost,emergency_kwh,emergency_slots,emergency_cost,total_cost,curtail_kwh,load_mae_kw,load_rmse_kw,pv_mae_kw,pv_rmse_kw,xgb_used,n_simultaneous_plan,max_unserved_kwh
2025-01-25,False,none,0.0,greedy,,V1,1530.4025668888873,1344.373208703704,1200.0,44645.478114,23298.2625686432,144.59670996666296,8,643.0337193553778,23941.29628799858,2603.1800700905324,99.55153916558159,124.82461547471038,110.19594991975626,236.5270113897174,True,0,0.0
2025-01-26,False,none,0.0,greedy,,V1,1344.373208703704,1200.0,1200.0,89234.953217,56178.5656002084,3003.6953642333274,15,18737.856525753014,74916.42212596141,162.50893666666832,105.01099395345051,132.97896636015363,122.96455577627054,281.34999261475747,True,0,0.0
2025-01-27,False,none,0.0,greedy,,V1,1200.0,1221.911634,1200.0,90196.587528,56803.8583839863,49.01424619999845,5,114.75133256429689,56918.60971655059,1336.6792023868265,122.89452994791665,145.03334913642692,75.7456259450012,149.83759176994639,True,0,0.0
2025-01-28,False,none,0.0,greedy,,V1,1221.911634,1280.7964001481491,1200.0,86719.230793,54381.19049370079,4811.449303099994,15,29549.885763178303,83931.0762568791,144.75458333333393,125.22550783962672,156.86992968477372,162.7235898844686,317.2789425683054,True,0,0.0
2025-01-29,False,none,0.0,greedy,,V1,1280.7964001481491,1481.7191790000022,1200.0,91356.6859729,57707.55822185526,11.356143000000088,1,65.9621566155005,57773.52037847076,5471.495312880663,119.10668567437067,145.17671726445136,180.69146119310957,322.3264046969519,True,0,0.0
2025-01-30,False,none,0.0,greedy,,V1,1481.7191790000022,1278.1371684814824,1200.0,86206.50482999999,53835.9749181543,2340.9125477966536,15,13073.9569974271,66909.9319155814,402.9442900000007,89.56113735351562,122.27255228421055,102.64950649572611,197.09283977194497,True,0,0.0
2025-01-31,False,none,0.0,greedy,,V1,1278.1371684814824,1405.1292096296304,1200.0,41903.276306,21755.216508721798,1001.9466077666555,3,6575.648678990541,28330.86518771234,205.20127333333414,118.99399158528644,146.6055231992944,76.90241692642172,151.38260352783368,True,0,0.0
2025-02-01,True,none,0.0,greedy,,V1,1405.1292096296304,1661.9483173333333,1200.0,42297.058359,21812.812540968203,0.0,0,0.0,21812.812540968203,3887.6096208230515,189.0285714735243,223.8662783098864,92.40651575051447,190.46039232925096,True,0,0.0
2025-02-02,True,none,0.0,greedy,,V1,1661.9483173333333,1480.0393944444452,1200.0,87609.26849999999,55198.210750311104,23.67789666666647,1,165.1770071466653,55363.38775745777,5134.298976872431,137.35962538791236,170.210541595135,121.20688541759783,236.80855133215152,True,0,0.0
2025-02-03,True,none,0.0,greedy,,V1,1480.0393944444452,1291.9711773703716,1200.0,83611.85785500001,52233.9215412375,1176.0486415666642,4,7896.89485863022,60130.81639986772,309.79422432098477,119.22820785319011,144.87200971727913,91.83105449713136,185.07350880720242,True,0,0.0
2025-02-04,True,none,0.0,greedy,,V1,1291.9711773703716,1309.8228390000006,1200.0,84742.31941699999,52988.0877032217,1747.9178076333276,11,10383.132230504856,63371.21993372656,761.4187065843655,109.96086072319878,140.54814972220584,122.41067523928217,235.02647777747353,True,0,0.0
2025-02-05,True,none,0.0,greedy,,V1,1309.8228390000006,1312.9736835555561,1200.0,84990.689648,53205.268922231495,1211.1194031666555,10,6438.205028793842,59643.473951025335,877.103057913582,100.49589020724824,130.36871741925424,98.1476609789226,210.17511997501836,True,0,0.0
2025-02-06,True,none,0.0,greedy,,V1,1312.9736835555561,1247.987412,1200.0,85132.7949565,53423.57695931215,248.66945626666538,16,844.4036979634448,54267.9806572756,609.4743974609155,115.93095551757814,142.00085778112575,65.85897501520715,142.27486924324594,True,0,0.0
2025-02-07,True,none,0.0,greedy,,V1,1247.987412,1405.6489038148159,1200.0,40011.314279,20745.844241034603,0.0,0,0.0,20745.844241034603,4243.502949872428,130.51897926161024,165.7390909599044,157.69990716468757,329.34768626842424,True,0,0.0
2025-02-08,True,none,0.0,greedy,,V1,1405.6489038148159,1240.6280297407409,1200.0,35619.281405,18469.730696209,489.39249669999856,8,2602.281877026542,21072.012573235545,1046.5593627983544,129.57056067708334,160.68648582071586,129.75134910479983,259.3804998223467,True,0,0.0
2025-02-09,True,none,0.0,greedy,,V1,1240.6280297407409,1200.0,1200.0,80450.980552,49917.5048624561,3407.4583297999898,18,21586.417541094575,71503.92240355068,155.46621666666783,91.98245721299914,123.30840707050864,147.6409732422299,299.86979286355637,True,0,0.0
2025-02-10,True,none,0.0,greedy,,V1,1200.0,1200.0,1200.0,82891.7690757,51647.92957743673,78.34062956666665,5,307.2972980032849,51955.226875440014,4475.26338202923,104.88097946506076,130.04682700156607,163.08198487815423,315.4908413144278,True,0,0.0
2025-02-11,True,none,0.0,greedy,,V1,1200.0,1318.6090684074081,1200.0,81200.50960260001,50367.79581771225,314.75048936666497,8,1955.1684224191883,52322.964240131434,1761.0861428510252,87.89365405273435,116.19798420844862,86.20087127620508,163.75054609761034,True,0,0.0
2025-02-12,True,none,0.0,greedy,,V1,1318.6090684074081,1227.316902592593,1200.0,79184.2886273,48962.37231230603,1279.972405699991,11,8526.058842984936,57488.43115529097,831.9238933333357,95.05288942599827,120.9221030843837,90.91842643494343,190.32995227766094,True,0,0.0
2025-02-13,True,none,0.0,greedy,,V1,1227.316902592593,1266.200892,1200.0,79292.891037,49301.6832274098,60.61601553333396,5,331.64333060813743,49633.326558017936,3892.399088353921,106.80633098144531,128.1426667214029,155.62319869225422,284.2191196137787,True,0,0.0
2025-02-14,True,none,0.0,greedy,,V1,1266.200892,1235.539268481482,1200.0,34837.073506,18082.1719759531,660.6663159666595,8,3745.585847223497,21827.7578231766,2225.385386000001,120.90589116482205,153.8989498090967,157.72025188544455,353.29459779623824,True,0,0.0
